,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
277,12,3,328,21500477,,,8:27,3,5,0,0,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,50 - 54,4,Temple Free Throw 2 of 2 (4 PTS),9:03 PM
278,1,2,330,21500477,MISS Carroll 25' 3PT Jump Shot,,8:19,3,4,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:03 PM
279,0,4,331,21500477,,,8:18,3,5,0,0,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Temple REBOUND (Off:1 Def:3),9:03 PM
280,1,2,332,21500477,,,8:07,3,5,0,0,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Dudley 24' 3PT Jump Shot,9:03 PM
281,0,4,333,21500477,Scola REBOUND (Off:0 Def:6),,8:06,3,4,0,0,2449,Luis Scola,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:03 PM
282,1,9,334,21500477,RAPTORS Timeout: Regular (Full 3 Short 0),,8:01,3,2,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,9:03 PM
283,1,6,338,21500477,,,7:53,3,5,4,1,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Dudley P.FOUL (P3.T2) (P.Fraher),9:06 PM
284,63,2,339,21500477,MISS DeRozan 16' Fadeaway Jumper,,7:38,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:07 PM
285,0,4,340,21500477,Carroll REBOUND (Off:2 Def:3),,7:37,3,4,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:07 PM
286,2,5,341,21500477,Lowry Lost Ball Turnover (P6.T11),,7:24,3,4,5,0,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,,,Wall STEAL (3 STL),9:07 PM
287,50,1,342,21500477,,,7:19,3,5,5,0,202322,John Wall,WAS,Washington,1610612764,Wizards,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,0,,,,,,52 - 54,2,Wall  Running Dunk (14 PTS) (Temple 2 AST),9:07 PM
288,42,1,343,21500477,DeRozan 2' Driving Layup (19 PTS),,6:49,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,52 - 56,4,,9:07 PM
289,1,5,344,21500477,,,6:38,3,5,0,1,203490,Otto Porter,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Porter Jr. Bad Pass Turnover (P2.T7),9:08 PM
290,1,6,345,21500477,,,6:22,3,5,4,1,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Temple P.FOUL (P3.T3) (T.Ford),9:08 PM
291,0,8,346,21500477,SUB: Ross FOR Carroll,,6:22,3,4,4,0,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,,,,9:08 PM
292,0,8,347,21500477,SUB: Biyombo FOR Valanciunas,,6:22,3,4,4,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761,Raptors,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,,,,9:08 PM
293,67,1,348,21500477,DeRozan 8' Hook Bank Shot (21 PTS) (Lowry 6 AST),,6:12,3,4,4,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,52 - 58,6,,9:09 PM
294,3,6,349,21500477,,,6:12,3,5,4,1,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Temple L.B.FOUL (P4.T4) (P.Fraher),9:09 PM
295,0,8,350,21500477,,,6:12,3,5,5,0,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,,,SUB: Sessions FOR Temple,9:09 PM
296,10,3,351,21500477,MISS Biyombo Free Throw 1 of 1,,6:12,3,4,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:10 PM
297,0,4,353,21500477,,,6:11,3,5,0,0,203490,Otto Porter,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Porter Jr. REBOUND (Off:1 Def:5),9:10 PM
298,45,5,354,21500477,,,5:59,3,5,0,1,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Wall Out of Bounds - Bad Pass Turnover Turnover (P2.T8),9:10 PM
299,63,2,355,21500477,MISS Scola 8' Fadeaway Jumper,,5:47,3,4,0,0,2449,Luis Scola,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:10 PM
300,0,4,356,21500477,,,5:46,3,5,0,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Sessions REBOUND (Off:0 Def:1),9:10 PM
301,1,1,357,21500477,,,5:37,3,5,5,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,55 - 58,3,Sessions 24' 3PT Jump Shot (3 PTS) (Wall 7 AST),9:10 PM
302,79,1,358,21500477,Ross 10' Pullup Jump Shot (6 PTS),,5:17,3,4,0,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,55 - 60,5,,9:11 PM
303,79,2,359,21500477,,,4:58,3,5,0,0,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Wall 16' Pullup Jump Shot,9:11 PM
304,0,4,360,21500477,Scola REBOUND (Off:0 Def:7),,4:58,3,4,0,0,2449,Luis Scola,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:11 PM
305,5,1,361,21500477,DeRozan 2' Layup (23 PTS),,4:46,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,55 - 62,7,,9:11 PM
306,1,9,362,21500477,,,4:46,3,3,0,0,1610612764,,,,,,0,,,,,,0,,,,,,,,Wizards Timeout: Regular (Reg.3 Short 1),9:11 PM
307,0,8,365,21500477,,,4:46,3,5,5,0,203490,Otto Porter,WAS,Washington,1610612764,Wizards,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,0,,,,,,,,SUB: Oubre Jr. FOR Porter Jr.,9:13 PM
308,2,2,366,21500477,DeRozan BLOCK (2 BLK),,4:27,3,5,0,4,101162,Marcin Gortat,WAS,Washington,1610612764,Wizards,0,,,,,,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,,,MISS Gortat 6' Running Jump Shot,9:14 PM
309,0,4,376,21500477,DeRozan REBOUND (Off:2 Def:2),,4:26,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:14 PM
310,86,2,367,21500477,MISS DeRozan 13' Turnaround Fadeaway Shot,,4:16,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:14 PM
311,0,4,368,21500477,RAPTORS Rebound,,4:15,3,2,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,9:14 PM
312,3,6,369,21500477,,,4:15,3,5,4,1,101162,Marcin Gortat,WAS,Washington,1610612764,Wizards,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Gortat L.B.FOUL (P4.PN) (T.Ford),9:14 PM
313,11,3,370,21500477,Biyombo Free Throw 1 of 2 (9 PTS),,4:15,3,4,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,55 - 63,8,,9:15 PM
314,0,8,372,21500477,,,4:15,3,5,5,0,101162,Marcin Gortat,WAS,Washington,1610612764,Wizards,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,,,SUB: Humphries FOR Gortat,9:15 PM
315,0,8,373,21500477,SUB: Patterson FOR Scola,,4:15,3,4,4,0,2449,Luis Scola,TOR,Toronto,1610612761,Raptors,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,0,,,,,,,,,9:15 PM
316,12,3,374,21500477,Biyombo Free Throw 2 of 2 (10 PTS),,4:15,3,4,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,55 - 64,9,,9:15 PM
317,1,2,377,21500477,,,3:54,3,5,0,0,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Oubre Jr. 26' 3PT Jump Shot,9:16 PM
318,0,4,379,21500477,DeRozan REBOUND (Off:2 Def:3),,3:54,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:16 PM
319,1,5,380,21500477,DeRozan Bad Pass Turnover (P3.T12),,3:49,3,4,5,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,,,Dudley STEAL (1 STL),9:16 PM
320,41,2,381,21500477,Biyombo BLOCK (1 BLK),,3:43,3,5,0,4,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,,,MISS Wall 3' Running Layup,9:16 PM
321,0,4,382,21500477,,,3:41,3,5,0,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Humphries REBOUND (Off:1 Def:0),9:16 PM
322,97,1,383,21500477,,,3:38,3,5,0,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,57 - 64,7,Humphries 1' Tip Layup Shot (2 PTS),9:16 PM
323,2,5,385,21500477,Patterson Lost Ball Turnover (P1.T13),,3:27,3,4,5,0,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,,,Dudley STEAL (2 STL),9:16 PM
324,2,7,387,21500477,Biyombo Violation:Defensive Goaltending (T.Ford),,3:24,3,4,0,1,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:16 PM
325,41,1,386,21500477,,,3:24,3,5,5,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,0,,,,,,59 - 64,5,Sessions 1' Running Layup (5 PTS) (Oubre Jr. 1 AST),9:16 PM
326,17,6,388,21500477,,,3:10,3,5,0,1,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Wizards T.Foul (Def. 3 Sec Humphries ) (P.Fraher),9:17 PM
327,16,3,389,21500477,Lowry Free Throw Technical (7 PTS),,3:10,3,4,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,59 - 65,6,,9:17 PM
328,2,5,391,21500477,Patterson Lost Ball Turnover (P2.T14),,3:03,3,4,5,0,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,,,Dudley STEAL (3 STL),9:18 PM
329,41,1,393,21500477,,,2:59,3,5,0,0,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,61 - 65,4,Dudley 2' Running Layup (11 PTS),9:18 PM
330,2,6,394,21500477,Patterson S.FOUL (P1.T4) (T.Ford),,2:59,3,4,5,1,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,,,,9:18 PM
331,10,3,395,21500477,,,2:59,3,5,0,0,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,62 - 65,3,Dudley Free Throw 1 of 1 (12 PTS),9:18 PM
332,1,1,398,21500477,Ross 24' 3PT Jump Shot (9 PTS) (DeRozan 4 AST),,2:45,3,4,4,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,62 - 68,6,,9:18 PM
333,1,2,399,21500477,,,2:33,3,5,0,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Humphries 25' 3PT Jump Shot,9:18 PM
334,0,4,400,21500477,Ross REBOUND (Off:1 Def:3),,2:32,3,4,0,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:18 PM
335,1,1,401,21500477,DeRozan 16' Jump Shot (25 PTS),,2:19,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,62 - 70,8,,9:19 PM
336,79,2,402,21500477,,,2:07,3,5,0,0,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Wall 10' Pullup Jump Shot,9:19 PM
337,0,4,403,21500477,Lowry REBOUND (Off:0 Def:2),,2:06,3,4,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:19 PM
338,1,2,404,21500477,MISS Lowry 24' 3PT Jump Shot,,1:57,3,4,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:19 PM
339,0,4,405,21500477,,,1:56,3,3,0,0,1610612764,,,,,,0,,,,,,0,,,,,,,,Wizards Rebound,9:19 PM
340,0,8,406,21500477,SUB: Joseph FOR Lowry,,1:56,3,4,4,0,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,,,,9:19 PM
341,1,2,407,21500477,,,1:42,3,5,0,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Humphries 17' Jump Shot,9:20 PM
342,0,4,408,21500477,Patterson REBOUND (Off:0 Def:2),,1:41,3,4,0,0,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:20 PM
343,1,2,409,21500477,MISS Ross 25' 3PT Jump Shot,,1:24,3,4,0,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:20 PM
344,0,4,410,21500477,,,1:24,3,5,0,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Sessions REBOUND (Off:0 Def:2),9:20 PM
345,1,6,411,21500477,Biyombo P.FOUL (P1.PN) (T.Ford),,1:17,3,4,5,1,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,,,,9:20 PM
346,0,8,412,21500477,,,1:17,3,5,5,0,201162,Jared Dudley,WAS,Washington,1610612764,Wizards,203490,Otto Porter,WAS,Washington,1610612764,Wizards,0,,,,,,,,SUB: Porter Jr. FOR Dudley,9:20 PM
347,101,2,413,21500477,,,1:10,3,5,0,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Sessions 8' Driving Floating Jump Shot,9:20 PM
348,0,4,414,21500477,Biyombo REBOUND (Off:4 Def:7),,1:09,3,4,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:20 PM
349,1,1,415,21500477,Ross 26' 3PT Jump Shot (12 PTS) (DeRozan 5 AST),,0:52,3,4,4,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,62 - 73,11,,9:21 PM
350,1,5,416,21500477,DeRozan STEAL (2 STL),,0:39,3,5,4,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Humphries Bad Pass Turnover (P2.T9),9:21 PM
351,1,6,417,21500477,,,0:38,3,5,4,1,203490,Otto Porter,WAS,Washington,1610612764,Wizards,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Porter Jr. P.FOUL (P2.PN) (T.Ford),9:21 PM
352,11,3,418,21500477,DeRozan Free Throw 1 of 2 (26 PTS),,0:38,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,62 - 74,12,,9:21 PM
353,12,3,420,21500477,DeRozan Free Throw 2 of 2 (27 PTS),,0:38,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,62 - 75,13,,9:22 PM
354,1,1,422,21500477,,,0:20,3,5,5,0,203490,Otto Porter,WAS,Washington,1610612764,Wizards,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,65 - 75,10,Porter Jr. 25' 3PT Jump Shot (18 PTS) (Wall 8 AST),9:22 PM
355,102,1,423,21500477,DeRozan 7' Driving Floating Bank Jump Shot (29 PTS),,0:00,3,4,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,65 - 77,12,,9:23 PM
356,0,13,424,21500477,,,0:00,3,0,0,0,0,,,,,,0,,,,,,0,,,,,,65 - 77,12,,9:23 PM
357,0,12,426,21500477,,,12:00,4,0,0,0,0,,,,,,0,,,,,,0,,,,,,65 - 77,12,,9:25 PM
358,1,2,427,21500477,MISS Ross 19' Jump Shot,,11:46,4,4,0,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:26 PM
359,0,4,428,21500477,,,11:46,4,5,0,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Sessions REBOUND (Off:0 Def:3),9:26 PM
360,45,5,429,21500477,,,11:34,4,5,0,1,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Oubre Jr. Out of Bounds - Bad Pass Turnover Turnover (P2.T10),9:26 PM
361,42,1,430,21500477,Joseph 3' Driving Layup (2 PTS),,11:27,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,65 - 79,14,,9:26 PM
362,2,6,431,21500477,,,11:27,4,5,4,1,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Oubre Jr. S.FOUL (P2.T1) (P.Fraher),9:26 PM
363,10,3,432,21500477,MISS Joseph Free Throw 1 of 1,,11:27,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:26 PM
364,0,4,434,21500477,,,11:26,4,5,0,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Humphries REBOUND (Off:1 Def:1),9:27 PM
365,102,1,435,21500477,,,11:09,4,5,0,0,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,67 - 79,12,Oubre Jr. 4' Driving Floating Bank Jump Shot (2 PTS),9:27 PM
366,4,6,436,21500477,Biyombo OFF.Foul (P2) (T.Ford),,11:01,4,4,5,1,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,0,,,,,,,,,9:27 PM
367,5,5,437,21500477,Biyombo Foul Turnover (P1.T15),,11:01,4,4,0,1,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:27 PM
368,1,1,438,21500477,,,10:49,4,5,5,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,69 - 79,10,Humphries 19' Jump Shot (4 PTS) (Sessions 3 AST),9:27 PM
369,2,6,439,21500477,,,10:25,4,5,4,1,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Oubre Jr. S.FOUL (P3.T2) (D.Guthrie),9:28 PM
370,11,3,440,21500477,Joseph Free Throw 1 of 2 (3 PTS),,10:25,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,69 - 80,11,,9:28 PM
371,12,3,442,21500477,Joseph Free Throw 2 of 2 (4 PTS),,10:25,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,69 - 81,12,,9:28 PM
372,101,1,444,21500477,,,10:09,4,5,0,0,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,71 - 81,10,Sessions 15' Driving Floating Jump Shot (7 PTS),9:29 PM
373,0,10,445,21500477,Jump Ball Joseph vs. Oubre Jr.: Tip to,,9:52,4,4,5,2,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,1610612761,,,,,,,,,9:30 PM
374,3,6,446,21500477,,,9:51,4,5,4,1,202066,Garrett Temple,WAS,Washington,1610612764,Wizards,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Temple L.B.FOUL (P5.T3) (D.Guthrie),9:31 PM
375,49,1,447,21500477,Ross  Driving Dunk (14 PTS),,9:42,4,4,0,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,71 - 83,12,,9:31 PM
376,42,2,448,21500477,Biyombo BLOCK (2 BLK),,9:26,4,5,0,4,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,,,MISS Humphries 2' Driving Layup,9:31 PM
377,0,4,449,21500477,Carroll REBOUND (Off:2 Def:4),,9:24,4,4,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:31 PM
378,79,2,450,21500477,MISS Ross 20' Pullup Jump Shot,,9:10,4,4,0,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:32 PM
379,0,4,451,21500477,,,9:08,4,5,0,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Humphries REBOUND (Off:1 Def:2),9:32 PM
380,1,1,452,21500477,,,8:56,4,5,5,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,201196,Ramon Sessions,WAS,Washington,1610612764,Wizards,0,,,,,,73 - 83,10,Humphries 18' Jump Shot (6 PTS) (Sessions 4 AST),9:32 PM
381,1,6,453,21500477,,,8:36,4,5,4,1,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,202687,Bismack Biyombo,TOR,Toronto,1610612761,Raptors,0,,,,,,,,Humphries P.FOUL (P2.T4) (D.Guthrie),9:32 PM
382,4,9,454,21500477,,,8:36,4,1,0,0,0,,,,,,0,,,,,,0,,,,,,,,,9:32 PM
383,0,8,456,21500477,,,8:36,4,5,5,0,1626162,Kelly Oubre Jr.,WAS,Washington,1610612764,Wizards,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,,,SUB: Wall FOR Oubre Jr.,9:35 PM
384,0,8,457,21500477,,,8:36,4,5,5,0,2743,Kris Humphries,WAS,Washington,1610612764,Wizards,101162,Marcin Gortat,WAS,Washington,1610612764,Wizards,0,,,,,,,,SUB: Gortat FOR Humphries,9:35 PM
385,102,2,458,21500477,MISS Carroll 40' 3PT Driving Floating Bank Jump Shot,,8:21,4,4,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:35 PM
386,0,4,459,21500477,RAPTORS Rebound,,8:21,4,2,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,9:35 PM
387,11,5,460,21500477,RAPTORS Turnover: Shot Clock (T#16),,8:21,4,2,0,1,1610612761,,,,,,0,,,,,,0,,,,,,,,,9:35 PM
388,58,2,461,21500477,,,8:05,4,5,0,0,101162,Marcin Gortat,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Gortat 7' Turnaround Hook Shot,9:36 PM
389,0,4,462,21500477,Joseph REBOUND (Off:0 Def:2),,8:04,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:36 PM
390,1,5,463,21500477,Joseph Bad Pass Turnover (P2.T17),,7:56,4,4,5,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,,,Wall STEAL (4 STL),9:36 PM
391,45,2,464,21500477,,,7:40,4,5,0,0,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Wall 25' 3PT Jump Shot,9:36 PM
392,0,4,465,21500477,Joseph REBOUND (Off:0 Def:3),,7:40,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:36 PM
393,79,2,466,21500477,MISS Joseph 21' Pullup Jump Shot,,7:21,4,4,0,0,202709,Cory Joseph,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:36 PM
394,0,4,467,21500477,,,7:19,4,5,0,0,203490,Otto Porter,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,Porter Jr. REBOUND (Off:1 Def:6),9:36 PM
395,79,2,468,21500477,,,7:10,4,5,0,0,203490,Otto Porter,WAS,Washington,1610612764,Wizards,0,,,,,,0,,,,,,,,MISS Porter Jr. 21' Pullup Jump Shot,9:37 PM
396,0,4,469,21500477,Carroll REBOUND (Off:2 Def:5),,7:10,4,4,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,,9:37 PM
397,2,5,470,21500477,Patterson Lost Ball Turnover (P3.T18),,6:46,4,4,5,0,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,,,Wall STEAL (5 STL),9:37 PM
398,41,1,471,21500477,,,6:40,4,5,5,0,203490,Otto Porter,WAS,Washington,1610612764,Wizards,202322,John Wall,WAS,Washington,1610612764,Wizards,0,,,,,,75 - 83,8,Porter Jr. 2' Running Layup (20 PTS) (Wall 9 AST),9:37 PM
