,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
305,78,1,358,21500463,,,3:43,3,5,5,0,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,70 - 66,-4,Patterson 7' Floating Jump Shot (7 PTS) (Lowry 7 AST),9:38 PM
306,1,2,359,21500463,MISS Portis 15' Jump Shot,,3:27,3,4,0,0,1626171,Bobby Portis,CHI,Chicago,1610612741,Bulls,0,,,,,,0,,,,,,,,,9:39 PM
307,0,4,361,21500463,Gasol REBOUND (Off:2 Def:5),,3:26,3,4,0,0,2200,Pau Gasol,CHI,Chicago,1610612741,Bulls,0,,,,,,0,,,,,,,,,9:39 PM
308,72,1,360,21500463,Gasol 2' Putback Layup (20 PTS),,3:26,3,4,0,0,2200,Pau Gasol,CHI,Chicago,1610612741,Bulls,0,,,,,,0,,,,,,70 - 68,-2,,9:39 PM
309,1,9,362,21500463,,,3:26,3,3,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,Raptors Timeout: Regular (Reg.3 Short 0),9:39 PM
310,1,2,366,21500463,,,3:09,3,5,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761,Raptors,0,,,,,,0,,,,,,,,MISS Lowry 25' 3PT Jump Shot,9:41 PM
311,0,4,367,21500463,,,3:09,3,3,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,Raptors Rebound,9:41 PM
312,1,1,368,21500463,,,3:02,3,5,5,0,203082,Terrence Ross,TOR,Toronto,1610612761,Raptors,202335,Patrick Patterson,TOR,Toronto,1610612761,Raptors,0,,,,,,72 - 68,-4,Ross 18' Jump Shot (4 PTS) (Patterson 2 AST),9:42 PM
313,1,1,370,21500463,Gasol 19' Jump Shot (22 PTS) (Butler 5 AST),,2:46,3,4,4,0,2200,Pau Gasol,CHI,Chicago,1610612741,Bulls,202710,Jimmy Butler,CHI,Chicago,1610612741,Bulls,0,,,,,,72 - 70,-2,,9:42 PM
314,2,6,371,21500463,Butler S.FOUL (P1.PN) (B.Barnaky),,2:31,3,4,5,1,202710,Jimmy Butler,CHI,Chicago,1610612741,Bulls,201942,DeMar DeRozan,TOR,Toronto,1610612761,Raptors,0,,,,,,,,,9:42 PM
